Date,ASIA APEX SMALL CAP 200
2003-08,401.89587264916196
2003-09,408.0902969294318
2003-10,436.76228335559273
2003-11,438.0461540093313
2003-12,460.36742068209736
2004-01,491.3407836863126
2004-02,512.3887637883367
2004-03,502.20518797004195
2004-04,469.45481361117334
2004-05,454.1687266816656
2004-06,450.86775149543246
2004-07,437.4261788747702
2004-08,463.81138187724497
2004-09,486.30930921950056
2004-10,492.9668121799003
2004-11,539.2869061835005
2004-12,563.5227800745391
2005-01,555.4566349128806
2005-02,604.1726976374936
2005-03,579.2201208656138
2005-04,571.3531885917879
2005-05,587.8129074402431
2005-06,612.6926893332611
2005-07,652.5856973058932
2005-08,638.3246299521492
2005-09,684.2265705829213
2005-10,639.1755680513284
2005-11,713.98411636787
2005-12,761.4311528769905
2006-01,797.0646498855122
2006-02,803.4482283542206
2006-03,839.4442092492193
2006-04,903.0147921156979
2006-05,856.436731531745
2006-06,823.208392095217
2006-07,824.5311806495345
2006-08,847.3589976997026
2006-09,884.3379213350482
2006-10,915.7558965944137
2006-11,1010.2893518062639
2006-12,1040.5706811951925
2007-01,1025.9908562282199
2007-02,1063.1705633897984
2007-03,1114.6787578145804
2007-04,1176.9899822323794
2007-05,1286.7485676699246
2007-06,1374.633961111277
2007-07,1522.6719835761871
2007-08,1447.8619971328003
2007-09,1562.9319874754065
2007-10,1689.3469445894095
2007-11,1475.3724313965024
2007-12,1449.043918251247
2008-01,1217.3035427645666
2008-02,1313.4655847750203
2008-03,1240.0295918772808
2008-04,1320.9904978016607
2008-05,1287.3340972035555
2008-06,1157.5285693996066
2008-07,1104.308052497991
2008-08,1000.0000000000001
2008-09,802.344402925288
2008-10,564.2696955814115
2008-11,542.0392469792182
2008-12,642.3932670313465
2009-01,603.1277662678121
2009-02,594.2556142767307
2009-03,692.2943304785008
2009-04,852.6609179026531
2009-05,1050.3891153746667
2009-06,1020.0969907015165
2009-07,1155.713146921176
2009-08,1106.781098228672
2009-09,1194.6965263250363
2009-10,1213.5029003068098
2009-11,1257.6599066566275
2009-12,1336.934250450016
2010-01,1257.3107043352895
2010-02,1267.6433218459554
2010-03,1372.0385486036628
2010-04,1388.5062966829987
2010-05,1255.1606431470263
2010-06,1268.232844799519
2010-07,1349.4577198168652
2010-08,1334.2998936098134
2010-09,1512.8539534003226
2010-10,1553.8903655525985
2010-11,1566.2382041701824
2010-12,1626.7582604440524
2011-01,1643.417151474552
2011-02,1534.9897184997694
2011-03,1606.9612242906999
2011-04,1687.585958584986
2011-05,1673.7940196746927
2011-06,1642.9103480263723
2011-07,1676.791632741138
2011-08,1497.0670355263924
2011-09,1211.774353365995
2011-10,1374.317326467531
2011-11,1266.3267119937718
2011-12,1238.4887535590524
2012-01,1355.0374294065696
2012-02,1477.096638961179
2012-03,1403.9151954661888
2012-04,1377.703197979845
2012-05,1274.842187294655
2012-06,1290.5945041923858
2012-07,1298.528056523542
2012-08,1334.4484587012598
2012-09,1402.3430269097664
2012-10,1387.3667568403816
2012-11,1435.9988469829157
2012-12,1471.997142981727
2013-01,1518.6008757691384
2013-02,1548.2499195622938
2013-03,1574.7750987705856
2013-04,1608.1182169236743
2013-05,1654.0923905546572
2013-06,1514.6037170659338
2013-07,1544.6453825096644
2013-08,1538.2328860909615
2013-09,1626.878092147222
2013-10,1652.975754893715
2013-11,1655.0159280117289
2013-12,1666.5018745477767
2014-01,1626.5865288661735
2014-02,1673.5221819758822
2014-03,1655.57210698062
2014-04,1649.401929921278
2014-05,1680.6089585721452
2014-06,1706.9466484276159
2014-07,1717.0126969632156
2014-08,1737.5259770170737
2014-09,1655.1719386213297
2014-10,1618.2819085808808
2014-11,1583.8346637199816
2014-12,1555.9367282651335
2015-01,1583.9486919980309
2015-02,1591.4778504785386
2015-03,1645.0724467052496
2015-04,1852.9513130403122
2015-05,1862.6296901242424
2015-06,1732.856957696673
2015-07,1558.3750837472514
2015-08,1397.4869319612524
2015-09,1395.70305909482
2015-10,1492.36672030097
2015-11,1470.071885014954
2015-12,1458.1686256591227
2016-01,1337.6912055647217
2016-02,1328.9819183376999
2016-03,1432.6746883308174
2016-04,1435.224245249928
2016-05,1403.5385343054904
2016-06,1407.9447280912239
2016-07,1442.6526452578064
2016-08,1502.5740243071064
2016-09,1531.2235674455437
2016-10,1454.989070040365
2016-11,1415.030642528164
2016-12,1382.6452284273657
2017-01,1461.0661610834882
2017-02,1540.4851772348043
2017-03,1594.460023791268
2017-04,1600.996367
2017-05,1632.745639
2017-06,1654.888598
2017-07,1725.139289
2017-08,1770.916067
2017-09,1803.710335
2017-10,1887.028415
2017-11,1938.493388
2017-12,1968.309263
2018-01,2150.391799
2018-02,2046.812044
2018-03,2055.63558576473
2018-04,2055.977282849623
2018-05,2135.259235584373
2018-06,1982.6001316315558
2018-07,1961.4102415906773
2018-08,1916.1453941703885
2018-09,1893.0890817808613
2018-10,1601.4771253207061
2018-11,1734.393313143805
2018-12,1682.0616312693285
2019-01,1774.1144991398687
2019-02,1830.9229102856132
2019-03,1840.199255323782
2019-04,1838.3453085436772
2019-05,1666.7695706214154
2019-06,1760.586776178482
2019-07,1756.7611107819184
2019-08,1672.227480063256
2019-09,1713.0455587865245
2019-10,1793.2004571300615
2019-11,1773.3084799513567
2019-12,1878.784855481504
2020-01,1757.0393328755124
2020-02,1707.5091959576312
2020-03,1466.15781652268
2020-04,1676.8685567229027
2020-05,1730.4594347370655
2020-06,1904.9289503491204
2020-07,2059.4757441227207
2020-08,2134.453675534338
2020-09,2082.8118542456755
2020-10,2103.9854291805545
2020-11,2366.8651354639187
2020-12,2527.863841677647
2021-01,2618.3663551654136
2021-02,2833.8378627308266
2021-03,2857.356377148312
2021-04,3026.2854677083174
2021-05,3068.778317294745
2021-06,3145.102503594838
2021-07,3115.3810242304494
2021-08,3148.9625428897457
2021-09,3135.904104970772
2021-10,3182.403136711746
2021-11,3151.392171596234
2021-12,3280.0577234244097
2022-01,3071.029389645226
2022-02,3029.896552499251
2022-03,3063.6494542212236
2022-04,2892.2642997901166
2022-05,2873.923037762619
2022-06,2581.8596951993354
2022-07,2680.827552630398
2022-08,2767.3291113664714
2022-09,2489.0980834868533
2022-10,2432.796515831479
2022-11,2724.722120147873
2022-12,2677.640454082442
2023-01,2858.9537555220177
2023-02,2836.9699266207076
2023-03,2914.701657445341
2023-04,2947.1284046070314
2023-05,3065.430069693657
2023-06,3253.1058952190183
2023-07,3505.1500376890344
