Date,INDONESIA SMALL CAP
1994-05,3485.927830549561
1994-06,3319.5106472217326
1994-07,3230.258299578803
1994-08,3432.3917254947464
1994-09,3364.896318473183
1994-10,3372.25870190095
1994-11,3178.253824054299
1994-12,3108.0032639189835
1995-01,2818.5368319186023
1995-02,2759.9005007674905
1995-03,2589.1891463508764
1995-04,2485.5603896552257
1995-05,2749.934181627268
1995-06,2799.2084204666935
1995-07,2831.29785056356
1995-08,2748.545969695604
1995-09,2735.6022953125143
1995-10,2619.9831708911784
1995-11,2440.7414861597363
1995-12,2459.7867255601172
1996-01,2562.082192259166
1996-02,2653.43205024917
1996-03,2782.6127094670683
1996-04,2967.6195385463625
1996-05,2954.639241549349
1996-06,2901.0452371093593
1996-07,2790.802792781831
1996-08,2731.1134763431937
1996-09,2770.167744170836
1996-10,2706.4800229573157
1996-11,2773.769233480922
1996-12,2929.8477933109048
1997-01,3134.588490775414
1997-02,3212.3601211981822
1997-03,3171.949516029705
1997-04,3072.7824881372353
1997-05,3188.058878743976
1997-06,3417.293230228057
1997-07,3275.8294675726756
1997-08,2204.8827451122656
1997-09,1805.997129533808
1997-10,1430.759281778952
1997-11,1194.4950301850577
1997-12,707.9704210761804
1998-01,319.6502398527899
1998-02,430.41497615016243
1998-03,483.07835007949546
1998-04,414.3693772468172
1998-05,230.65781559427361
1998-06,150.57251609505974
1998-07,194.40925796242462
1998-08,170.4509059991764
1998-09,150.11703709796043
1998-10,208.04731137746975
1998-11,278.89076324213437
1998-12,257.99285619820705
1999-01,242.14960974817518
1999-02,242.07925686558212
1999-03,241.5034717479285
1999-04,312.48410594965753
1999-05,430.4663739202039
1999-06,620.3811114453122
1999-07,560.6909238710784
1999-08,429.5940167227182
1999-09,371.23901184730914
1999-10,549.4318269954031
1999-11,486.93897907602025
1999-12,603.6967517350531
2000-01,530.6147493605666
2000-02,521.5086254436551
2000-03,470.0495243694636
2000-04,409.0417728955825
2000-05,328.02354986895074
2000-06,354.2629418637799
2000-07,331.05789633253045
2000-08,339.779527946221
2000-09,283.86771692642424
2000-10,258.29345637734036
2000-11,257.2434561628441
2000-12,248.92553382141648
2001-01,244.79014772393978
2001-02,222.4836555960877
2001-03,192.14984448109965
2001-04,161.29508817818837
2001-05,184.32468407156293
2001-06,193.0977058583472
2001-07,255.88981847131848
2001-08,266.7375085562352
2001-09,229.93832959423725
2001-10,191.74050916984987
2001-11,194.5903160358739
2001-12,187.32941728398833
2002-01,205.9312284637641
2002-02,214.4297092052675
2002-03,242.55233385239254
2002-04,290.17488995829854
2002-05,299.90047684445
2002-06,289.74647332029696
2002-07,236.05245140937532
2002-08,228.40742748263057
2002-09,205.18996801002467
2002-10,181.57933737628733
2002-11,189.3810564592618
2002-12,198.47976621291235
2003-01,185.63375097807585
2003-02,189.5645790976132
2003-03,192.13800871807885
2003-04,234.34192275300651
2003-05,264.4951382199686
2003-06,260.3697252596508
2003-07,266.798249798278
2003-08,265.55519608102696
2003-09,285.0607618621391
2003-10,283.0593852627973
2003-11,273.8678183396266
2003-12,332.6169220096743
2004-01,344.9858550516305
2004-02,363.7138429335581
2004-03,345.26814486236395
2004-04,347.0331195451548
2004-05,286.50916005159695
2004-06,283.0082948413323
2004-07,305.1638147111215
2004-08,298.51030259188394
2004-09,328.3022736580018
2004-10,351.19436873891783
2004-11,407.7719623346805
2004-12,419.395843387833
2005-01,469.26978443352516
2005-02,496.0043189374291
2005-03,486.8244903155027
2005-04,462.5417277903244
2005-05,495.5169181259677
2005-06,510.43016913196095
2005-07,536.107378946329
2005-08,445.40659161596255
2005-09,459.41047835968976
2005-10,452.33787694363446
2005-11,456.32940365447325
2005-12,491.4714845573242
2006-01,550.4910267833872
2006-02,563.360794546435
2006-03,599.1272083912286
2006-04,684.784613751245
2006-05,575.9863731578768
2006-06,558.3998966888643
2006-07,613.7070579781729
2006-08,632.588672646444
2006-09,647.3149391617363
2006-10,681.4517447687218
2006-11,711.1193734303931
2006-12,774.7365242370875
2007-01,787.2460484779513
2007-02,794.5703883882411
2007-03,815.459674572688
2007-04,909.975455038894
2007-05,1000.0
2007-06,994.0207471823243
2007-07,1080.2081426746622
2007-08,950.2910318067735
2007-09,1042.5701502995648
2007-10,1165.2609926761163
2007-11,1181.0416666567
2007-12,1214.4320436666417
2008-01,1184.2268824653167
2008-02,1258.1956653126933
2008-03,1087.0197171403745
2008-04,1050.485970200786
2008-05,1158.7906538539517
2008-06,1132.9609306972854
2008-07,1072.4280678557045
2008-08,979.4421628076711
2008-09,769.6076353288759
2008-10,399.57900505210995
2008-11,344.51395725633904
2008-12,417.56261994885296
2009-01,391.59297769948586
2009-02,385.18972166149643
2009-03,403.2194784772855
2009-04,567.263900557448
2009-05,745.3757319164117
2009-06,781.1834346159307
2009-07,901.3001449368816
2009-08,890.9078274059901
2009-09,955.6493645732573
2009-10,889.8151538078438
2009-11,856.2128840901286
2009-12,864.2398905429659
2010-01,941.856437395703
2010-02,908.3428030430222
2010-03,1017.7236526013975
2010-04,1115.3113058992283
2010-05,916.5924622212249
2010-06,963.7153064599063
2010-07,1021.9147154542131
2010-08,1040.1039878589518
2010-09,1235.9484428069636
2010-10,1316.408854011774
2010-11,1266.5533037955993
2010-12,1354.9012335401706
2011-01,1257.9835619718297
2011-02,1293.3178165787272
2011-03,1392.7724990396778
2011-04,1485.198256199791
2011-05,1459.724999368527
2011-06,1419.9230083197776
2011-07,1563.3144744857723
2011-08,1440.1168099383024
2011-09,1209.8781046998033
2011-10,1282.116271815522
2011-11,1205.1341944994401
2011-12,1288.3981747332891
2012-01,1353.9631280808858
2012-02,1413.5910298648948
2012-03,1469.6017739323902
2012-04,1514.6972967735446
2012-05,1323.3939010804738
2012-06,1327.7369856000798
2012-07,1341.938654446686
2012-08,1218.1351602059194
2012-09,1314.4646148822724
2012-10,1327.841315039852
2012-11,1355.0655568076752
2012-12,1317.943562257254
2013-01,1365.3625888556496
2013-02,1510.3229016743455
2013-03,1615.3882612686114
2013-04,1633.3032652311758
2013-05,1760.62269569884
2013-06,1510.0930695065679
2013-07,1323.2869781664692
2013-08,1088.2301145318067
2013-09,1104.9537405695896
2013-10,1181.8526966575673
2013-11,989.9454411848101
2013-12,945.3035391108195
2014-01,983.44534554381
2014-02,1130.8166764398952
2014-03,1214.9282747293753
2014-04,1174.9554120035746
2014-05,1179.7832119193747
2014-06,1093.752875321767
2014-07,1193.9699478453458
2014-08,1210.3284751919666
2014-09,1101.2606478245302
2014-10,1120.7784786248262
2014-11,1113.8727339181787
2014-12,1094.2756894129764
2015-01,1093.0612709559248
2015-02,1112.9963748523962
2015-03,1039.6746968477673
2015-04,981.4262095806113
2015-05,976.7445480410995
2015-06,892.6988828409926
2015-07,858.0150318802395
2015-08,712.5697424082836
2015-09,638.607948717869
2015-10,742.605170963404
2015-11,699.4824737883719
2015-12,736.0503016737799
2016-01,699.8053193871483
2016-02,762.2998093191399
2016-03,820.0946730531057
2016-04,840.9436147080003
2016-05,797.7519102233788
2016-06,889.4457374250811
2016-07,949.7296101153948
2016-08,937.1274311538255
2016-09,919.8269675865338
2016-10,953.499194192664
2016-11,884.281642534767
2016-12,900.1755981514191
2017-01,882.3764260833929
2017-02,882.8773367084574
2017-03,905.3703414180983
2017-04,909.475685
2017-05,880.36739
2017-06,854.045529
2017-07,832.231376
2017-08,836.368156
2017-09,813.388396
2017-10,829.188824
2017-11,814.579085
2017-12,811.368786
2018-01,945.57658
2018-02,927.993282
2018-03,856.134328
2018-04,834.7628134047828
2018-05,827.0223881264494
2018-06,752.2251909324506
2018-07,772.1050404790672
2018-08,723.4813739199917
2018-09,684.6329967475253
2018-10,610.1816512202445
2018-11,671.8306816831512
2018-12,674.8132992251197
2019-01,802.475486550867
2019-02,760.7592348136184
2019-03,696.009996702768
2019-04,701.7616754793565
2019-05,663.5161476214797
2019-06,691.8197819816993
2019-07,701.2631750934902
2019-08,655.7166477103798
2019-09,648.7239732498972
2019-10,659.8197347720964
2019-11,579.3480184745314
2019-12,621.1993929041876
2020-01,557.481094810399
2020-02,483.6078714659089
2020-03,276.66284382922163
2020-04,326.8275982239253
2020-05,331.67033529498
2020-06,375.4922701396813
2020-07,379.32211879230204
2020-08,402.0927090745338
2020-09,353.6938617023436
2020-10,403.30346723882155
2020-11,486.0455764495698
2020-12,565.9260172776084
2021-01,563.425655975732
2021-02,605.1835152137047
2021-03,551.11167799705
2021-04,576.918875958924
2021-05,554.6057194035758
2021-06,521.7282085774062
2021-07,522.6148537335497
2021-08,542.3349039351463
2021-09,572.377340825639
2021-10,614.4519435870412
2021-11,585.5724617973136
2021-12,575.0864801194932
2022-01,559.2334588880769
2022-02,557.9714671520369
2022-03,570.0984082970859
2022-04,583.4330857439929
2022-05,592.1378006389169
2022-06,534.73576027632
2022-07,560.4562306385734
2022-08,566.027326323324
2022-09,527.0571551453389
2022-10,529.7181324801325
2022-11,518.8081466385063
2022-12,487.6820329873795
2023-01,512.4434922189749
2023-02,505.07873646311384
2023-03,497.91118420215383
2023-04,492.06441104738235
2023-05,451.00376412391154
2023-06,466.5364005617343
2023-07,482.9775235737997
