Date,KUWAIT DOMESTIC SMALL CAP
2002-05,320.0592349567041
2002-06,337.02020326421683
2002-07,327.14031817838315
2002-08,327.3479187484654
2002-09,297.2639462544647
2002-10,307.93796064099797
2002-11,339.8687432630012
2002-12,355.1723620164343
2003-01,375.1212853395961
2003-02,378.18264459481884
2003-03,410.5398177887926
2003-04,475.14463376181783
2003-05,506.08043279806355
2003-06,491.67156620265877
2003-07,515.5676249812698
2003-08,555.2230180082925
2003-09,619.5100805131675
2003-10,612.374392120064
2003-11,625.5924208330683
2003-12,673.8519563497333
2004-01,727.8269080507803
2004-02,757.3623517694326
2004-03,692.1447382215458
2004-04,670.3496581481198
2004-05,674.6749341869945
2004-06,697.0855388749997
2004-07,711.9108339972663
2004-08,749.3495386168968
2004-09,766.104082595556
2004-10,767.2837316661314
2004-11,804.337620402165
2004-12,813.0277163101205
2005-01,821.8239615519311
2005-02,823.9732534454845
2005-03,851.7186536574573
2005-04,896.7190726298244
2005-05,857.11442936196
2005-06,907.7055750295568
2005-07,899.6623557084887
2005-08,952.00579539863
2005-09,1060.3317264975449
2005-10,1191.7426202169158
2005-11,1199.646506923808
2005-12,1154.0528829563507
2006-01,1181.1792565804105
2006-02,1108.473877424843
2006-03,931.0300416961122
2006-04,957.6723375060216
2006-05,923.5991296541656
2006-06,934.1431080205953
2006-07,859.9001141565631
2006-08,894.303892411222
2006-09,956.6203266016233
2006-10,964.2697565643241
2006-11,865.3550667699485
2006-12,874.65401126116
2007-01,833.8613172626457
2007-02,837.71244946353
2007-03,870.5514606891103
2007-04,904.9539241281839
2007-05,958.2108097338
2007-06,1011.1583311105459
2007-07,1096.5995417076417
2007-08,1104.5884731754225
2007-09,1101.3085587344244
2007-10,1080.5809248619735
2007-11,1000.0000000000001
2007-12,1024.9248285935955
2008-01,1120.0679946289551
2008-02,1158.6928121203332
2008-03,1166.1519217573248
2008-04,1190.5756623062896
2008-05,1246.1259858442545
2008-06,1266.4658326473395
2008-07,1201.2609328899825
2008-08,1119.7921538485368
2008-09,909.7187420788026
2008-10,632.1949598059964
2008-11,558.0676335114516
2008-12,466.9300689226267
2009-01,376.4485854601565
2009-02,369.994300823269
2009-03,390.75238956279094
2009-04,469.04842975235556
2009-05,501.2275738351288
2009-06,506.7392916178079
2009-07,474.1839968856485
2009-08,484.50313228427876
2009-09,482.00729350604615
2009-10,438.0768792001418
2009-11,411.936974978826
2009-12,409.9975798842116
2010-01,419.7931991115714
2010-02,443.7694658342797
2010-03,442.5632354410812
2010-04,433.65548557678926
2010-05,360.190594656108
2010-06,344.1534012742352
2010-07,386.04069530349
2010-08,375.22139436421946
2010-09,398.8285557669162
2010-10,411.64735966734537
2010-11,398.68996058560896
2010-12,401.7203553056058
2011-01,409.57082994600955
2011-02,373.14497976779575
2011-03,353.2809992097963
2011-04,379.59898870713465
2011-05,364.72617583737934
2011-06,355.97616960736656
2011-07,344.2165157229117
2011-08,315.4646941699239
2011-09,322.86833407328896
2011-10,346.5424801118578
2011-11,332.0591896652396
2011-12,322.5585311728248
2012-01,323.6625075169154
2012-02,327.1190990351857
2012-03,339.0393357786026
2012-04,339.6789865453566
2012-05,324.7717701899658
2012-06,303.4396240070501
2012-07,299.7633900493495
2012-08,303.72496509233184
2012-09,322.73983324094024
2012-10,308.4861450216081
2012-11,304.0735133723874
2012-12,305.57058226812734
2013-01,319.58852342480634
2013-02,304.62941681487973
2013-03,315.70450955907086
2013-04,339.05490991000903
2013-05,353.411122555366
2013-06,337.5488737151308
2013-07,347.972785236314
2013-08,328.37176438298326
2013-09,339.1128263691885
2013-10,341.96554922255905
2013-11,342.0213306246851
2013-12,336.06544920436073
2014-01,335.75074325306684
2014-02,340.42369929563284
2014-03,343.7075825250773
2014-04,354.23906668626864
2014-05,349.5870535812925
2014-06,330.82588879198755
2014-07,337.7310704727141
2014-08,349.10959631873897
2014-09,349.7824296496086
2014-10,333.91083204318477
2014-11,315.36988895411764
2014-12,297.82390404012256
2015-01,295.8748026524574
2015-02,290.60178216081334
2015-03,278.65615283903287
2015-04,279.5450607196535
2015-05,273.12178401189476
2015-06,266.8398173092852
2015-07,271.3327894494793
2015-08,247.76543039974996
2015-09,247.60375490661662
2015-10,251.59871057487945
2015-11,258.32838935833354
2015-12,250.31278874439633
2016-01,227.56271890129344
2016-02,235.2482287164685
2016-03,247.91044897667038
2016-04,255.97498128409507
2016-05,243.12845395992358
2016-06,242.66994906461977
2016-07,244.49934125269888
2016-08,235.97780826968813
2016-09,232.92797044216178
2016-10,243.36899762532533
2016-11,239.7072917014116
2016-12,247.17105358427258
2017-01,272.5038084647754
2017-02,267.7569178526263
2017-03,260.1724292231144
2017-04,249.526067
2017-05,245.475752
2017-06,245.912227
2017-07,260.941064
2017-08,258.298232
2017-09,258.347293
2017-10,250.02138
2017-11,239.47556
2017-12,243.496795
2018-01,245.074698
2018-02,242.927101
2018-03,244.727905
2018-04,243.33700388421357
2018-05,237.1017261031667
2018-06,241.70935281552693
2018-07,251.67784121827668
2018-08,248.17816717231537
2018-09,238.71780471879586
2018-10,226.74953123151414
2018-11,238.08065296997572
2018-12,234.46644634806688
2019-01,233.65314560238792
2019-02,227.7957821449241
2019-03,245.1879200186619
2019-04,256.25927599678266
2019-05,260.0018670198402
2019-06,263.0791829742829
2019-07,274.5171120725134
2019-08,261.19846432670363
2019-09,254.60331154763972
2019-10,257.2884256322386
2019-11,265.2110505301153
2019-12,265.5897905807724
2020-01,267.1117455497164
2020-02,257.63783492372517
2020-03,181.38421125178826
2020-04,202.39890881568306
2020-05,201.78579863554435
2020-06,212.09996115301672
2020-07,202.6020657135563
2020-08,200.38894792071181
2020-09,211.98084166523049
2020-10,220.40761533437822
2020-11,228.93426792037798
2020-12,240.163076383294
2021-01,247.58232133651052
2021-02,248.10532973126638
2021-03,255.50009289001915
2021-04,280.7894063542055
2021-05,279.55881330810865
2021-06,291.29134907481495
2021-07,292.26550700910224
2021-08,295.0057580125828
2021-09,298.10475628072913
2021-10,308.86853141187356
2021-11,291.0599710124021
2021-12,308.81091778306535
2022-01,323.16807007300315
2022-02,340.361330342362
2022-03,353.52056998958005
2022-04,368.9194448004585
2022-05,353.7469907196954
2022-06,321.7692897258228
2022-07,335.8205927902345
2022-08,334.8194550408757
2022-09,288.68872833035965
2022-10,295.038896200124
2022-11,307.2652938401475
2022-12,294.7862949080911
2023-01,292.6251316339548
2023-02,289.8550877479902
2023-03,286.6265442704677
2023-04,299.893908885142
2023-05,294.14819895444975
2023-06,300.4916550151905
2023-07,309.1236433981101
