Date,NORTH AMERICA SMALL CAP
2000-12,100.0
2001-01,104.75391562584247
2001-02,100.38927170180177
2001-03,98.0437863342468
2001-04,104.880414486072
2001-05,108.00555102761453
2001-06,112.06097783273847
2001-07,109.58447386049606
2001-08,107.44529240627982
2001-09,93.77134383242878
2001-10,101.34178995864116
2001-11,109.82833266080564
2001-12,117.13269706766047
2002-01,114.99478205032402
2002-02,111.90435033243551
2002-03,121.66643752066351
2002-04,121.78791300040065
2002-05,117.11995419717769
2002-06,109.58665267470755
2002-07,94.6532188195294
2002-08,94.93891611630045
2002-09,87.98605039924585
2002-10,90.99672076408066
2002-11,98.30147119027063
2002-12,91.73851903527832
2003-01,89.84598896207477
2003-02,87.57729072046314
2003-03,88.37892175405872
2003-04,98.15888805957105
2003-05,109.90681117885327
2003-06,111.63902401744095
2003-07,116.96750241491367
2003-08,123.98833486526101
2003-09,122.17967102916775
2003-10,133.85934452139134
2003-11,138.7994279288099
2003-12,142.37807791660853
2004-01,147.5193354805778
2004-02,149.55347752276182
2004-03,152.03617576378548
2004-04,142.99346782100656
2004-05,146.44763710103425
2004-06,151.69231772682988
2004-07,143.01212473555805
2004-08,141.71228329503643
2004-09,148.66343090636525
2004-10,151.88230959927395
2004-11,164.04193139141574
2004-12,169.52402190024765
2005-01,162.3779811686168
2005-02,166.42299582018882
2005-03,161.52945542252937
2005-04,152.61206106625747
2005-05,162.2080187170791
2005-06,167.45045326612177
2005-07,177.25425853045112
2005-08,175.7675159207909
2005-09,177.4345359773937
2005-10,171.4090431404148
2005-11,179.93533721785477
2005-12,180.4081842166483
2006-01,195.507061846412
2006-02,194.83339176805356
2006-03,203.63271652329468
2006-04,205.2458373070502
2006-05,194.08351594814076
2006-06,192.43985539756258
2006-07,186.90126549126938
2006-08,192.15961547667106
2006-09,192.73346153145872
2006-10,202.7292305298765
2006-11,208.0452483108055
2006-12,208.0202834702727
2007-01,211.19679627527086
2007-02,210.7172795220627
2007-03,214.27233477633
2007-04,220.13497704744827
2007-05,230.61160349182236
2007-06,227.45092661196452
2007-07,212.27835601358962
2007-08,212.2494451634704
2007-09,219.07885634721578
2007-10,226.52216123748832
2007-11,208.43538339663436
2007-12,207.7821859112462
2008-01,194.5735826450852
2008-02,190.72199893205007
2008-03,187.77329950466867
2008-04,198.19555738709468
2008-05,208.61535466822855
2008-06,192.08635875683277
2008-07,192.53963363944612
2008-08,197.46258096662817
2008-09,176.1481312231801
2008-10,137.47221607107113
2008-11,122.73422082479927
2008-12,129.60672834754067
2009-01,118.67775637493264
2009-02,105.40510520949356
2009-03,115.42913428796687
2009-04,135.46937127317338
2009-05,142.4166381452924
2009-06,143.23365915255837
2009-07,157.12335040395388
2009-08,164.44674632730397
2009-09,175.33512878843058
2009-10,165.60169320546672
2009-11,172.640958063649
2009-12,185.52339187489838
2010-01,179.25469165884502
2010-02,188.21810574788398
2010-03,203.34985801141664
2010-04,214.1160391040483
2010-05,197.43199360124657
2010-06,183.28132196693397
2010-07,196.52862423064545
2010-08,185.3570030825091
2010-09,206.92331296694198
2010-10,215.27976738748885
2010-11,222.2611173562864
2010-12,240.14962134976838
2011-01,242.5291046952247
2011-02,255.16767111376194
2011-03,260.31765751094184
2011-04,267.92266668613314
2011-05,263.3249212166607
2011-06,256.91629827105237
2011-07,248.91409916405735
2011-08,228.4125961995182
2011-09,201.61441717275227
2011-10,231.60030829836086
2011-11,230.37671107065165
2011-12,230.05260515970312
2012-01,246.5287595287491
2012-02,255.7163702609369
2012-03,259.65939036492125
2012-04,257.5152078738368
2012-05,238.94667949132383
2012-06,247.12560483735135
2012-07,246.09547676514958
2012-08,255.16677467148224
2012-09,262.50805104285485
2012-10,258.86040572676063
2012-11,261.6289875431882
2012-12,268.6717194129701
2013-01,285.37214988540103
2013-02,287.28939017279515
2013-03,300.05488577815953
2013-04,299.58343627584077
2013-05,308.9330804316212
2013-06,305.1323386520676
2013-07,325.46733626877136
2013-08,315.9122715217009
2013-09,334.1453360999844
2013-10,344.5778401740589
2013-11,353.7913849082621
2013-12,362.3864692717341
2014-01,355.04389774494786
2014-02,373.29836640855245
2014-03,371.972496454833
2014-04,363.94271439353594
2014-05,367.54325750569865
2014-06,387.52092159141137
2014-07,368.19179042452527
2014-08,386.79219390063645
2014-09,364.8825224035883
2014-10,378.76776214374024
2014-11,380.93140097059955
2014-12,385.59653424377876
2015-01,374.5734978357158
2015-02,397.1370770160955
2015-03,400.90411702132303
2015-04,396.6525216962096
2015-05,403.43328712069945
2015-06,400.83129137635297
2015-07,396.0949975192484
2015-08,373.07484697067946
2015-09,355.3372219118419
2015-10,375.27805020958175
2015-11,382.2137775426188
2015-12,365.24599756808806
2016-01,337.23391363806235
2016-02,341.4402762392254
2016-03,371.2772794332657
2016-04,380.2087273891596
2016-05,386.55073185805236
2016-06,387.94895557301567
2016-07,407.94870251608467
2016-08,410.59304815576115
2016-09,413.23292570559687
2016-10,395.91263230839274
2016-11,430.35041905981916
2016-12,439.6772925019806
2017-01,446.7071798093255
2017-02,456.0310096332171
2017-03,456.19393835977667
2017-04,459.069591
2017-05,453.248492
2017-06,465.500411
2017-07,471.884306
2017-08,468.917177
2017-09,491.241628
2017-10,497.664916
2017-11,510.842006
2017-12,514.727998
2018-01,527.352804
2018-02,504.702083
2018-03,509.582963
2018-04,512.776695769636
2018-05,539.9414471550596
2018-06,544.2976318119507
2018-07,553.0065175898474
2018-08,576.1688571147373
2018-09,565.6743242002809
2018-10,508.73099894464144
2018-11,516.5237312501126
2018-12,459.9802986092581
2019-01,514.2337800016047
2019-02,538.6482983414547
2019-03,532.9589560957521
2019-04,550.0608231781342
2019-05,509.96099459327604
2019-06,545.1091497765805
2019-07,552.7666749759502
2019-08,530.9387550675277
2019-09,539.6742494645239
2019-10,548.6369768918778
2019-11,570.3447199425208
2019-12,587.0315792836938
2020-01,571.35209265108
2020-02,521.3948319388289
2020-03,401.2215878981049
2020-04,463.91803609547225
2020-05,496.7163306671546
2020-06,513.6570052066545
2020-07,535.6476758705834
2020-08,560.4652583639308
2020-09,543.4073956837261
2020-10,555.9636408122224
2020-11,647.5919270558156
2020-12,697.8320465048655
2021-01,723.163171149063
2021-02,769.8095598922887
2021-03,786.073512072924
2021-04,816.0721389421183
2021-05,817.6968803382528
2021-06,828.8559368373577
2021-07,811.8439667448968
2021-08,829.6720020138641
2021-09,806.5228558146978
2021-10,845.6737014571211
2021-11,808.599739608189
2021-12,835.8324122380099
2022-01,771.6211723144748
2022-02,780.2336244010806
2022-03,792.1526596799832
2022-04,726.2720045509874
2022-05,727.2118659890317
2022-06,659.1649121521315
2022-07,728.7635921136601
2022-08,710.0476145709307
2022-09,642.3116681670549
2022-10,707.1019090499124
2022-11,737.6412441837664
2022-12,694.7559553677888
2023-01,766.5444778939392
2023-02,751.7746148235517
2023-03,722.7358728331693
2023-04,713.0669969485161
2023-05,699.6757995377226
2023-06,758.0804715033073
2023-07,797.5153654255226
